content,sentiment
Sangat bagus,1
sulit log in.. tiap buka harus log in,1
Bagus,1
Sebuah aplikasi android yang sangat penting untuk berinteraksi berbagai informasi iptek dan hiburan yang menarik.,1
youtub dapat membantu memberikan informasi yg inspiratif,1
baik,1
sangat berguna,1
"setiap buka playlist buat cari video saat scrol ke bawah suka loading padahal sinyal bagus ini bukan sekali dua kali tapi beberapa hari yang lalu, ini bug atau gimana ya, setelah keluar dari playlist saat ingin menonton video loading nya lama banget udah di tunggu lama tetep aja ga jalan jalan video nya",0
sekarang YouTube tidak seperti dulu lagi.. kebanyakan iklan. kayak TV aja..,0
tolong kok ga ada fitur subscription ya,0
okelah,1
🥰🥰🥰🥰🥰,1
Oke,1
aplikasi ini membantu pekerjaan saya lebih cepat dan saya bisa belajar dari aplikasi ini kalau ada pekerjaan yang saya tidak tau,1
ok baik,1
perangkat gak bisa di akses,0
sagat bagus,1
tolong diperbaiki lagi YouTubenya soalnya subtitle tiba tiba suka gak muncul dan lama lagi buat munculnya semoga cepat di perbaiki dan dibaca cepat.🙏🙏🙏,0
hari hari channel yt di hapus rusak rusak,0
baik,1
Baik,1
Hapus auto dub,0
bagus,1
kenapa d perangkat saya tidak bisa di guna kan,1
Baik,1
enak tapi sedikit ada kesalahan,1
Bagus,1
saya telah mendo,0
tidak bisa buka,1
Sangat baik,1
ini kenapa saya gak bisa buka YouTube ya? setiap kali saya buka stak di layar warna putih mulu,1
platform bagus untuk menonton video dan lain lain.,1
Seru banget,1
Ga bisa kebuka,0
Kicok,1
Jelek gak bisa di donload,0
Yutube ga bisa di buka,0
Manta dah aplikasinya🤩,1
ok,1
mantap,1
bagus,1
Bagus,1
Bagus,1
Bagus,1
kalo bisa jangan sering harus memperbarui.,1
wow,1
Sangat bagus bisa nontong apa aja yang aku mau,1
tidak bisa buat ngonten,0
bagus,1
Bagus,1
Knp gk bisa terbuka yo tube,1
baik,1
Aman,1
tidak bisa di apdet,1
"ga bisa nonton vidio, padahal jaringan lancar emng GK jelas",0
bagus,1
Aplikasi Bagus,0
musik.. kartun,1
tolong hapus youtube short serta konten konten perusak otak anak,0
oke,1
kenapa apdete terussss,1
Mantap dgn gangguan ikalan yg cukup banyak 🤦🤦🤦,1
"sangat menyenangkan, dah juga sangat cocok untuk anak-anak",1
tidak bisa buka,0
Great app with a wide range of videos for entertainment and learning. Easy to use and always has something interesting to watch.,1
please lah YouTube jangan kebanyakan iklan judol mulu,0
sausan kirani,1
Aᴋᴛɪғ ᴋᴀɴ ʏᴜᴛᴜʙ ᴋᴜ Dong,1
lagu kerinci,1
bagus,1
Sangat bags,0
"Orang, bayar, dibikin, pusing",1
ok,1
Kirim video fuldulu tetapi kami tida dapat satu pun tidak bisa simpa kenapa tidabisa simpan ini caranya bagimana tolong beritau kami dulu kami tida bisa simpati ini,1
anjay ini YouTube samasekali tidak ngotak astaga a.mantap b.kocak c.butut yang mana kalian pilih akusih mantap mania,1
youtube in the best,1
Nyiram toge,1
"makin konyol aja ini iklannya, stop kasih iklan di best part gw nonton live stream anjir, gw jadi kaga denger story yg disampein, grgr, iklan gajelas yg gw bakal lupa dan ga menjual itu, pokoknya ga penting. mana, gw kan mau nonton live stream gegara berinteraksi sama streamer yak, malah ada iklan KAGA BISA DI SKIP, kudu bgt gw ngulang 5/10/15 dtk buat dengerin streamer yang gw tonton dan nyesel, gara gara gw kaga ngechat di bagian serunya, mending gw nonton replay sekalian, ytb hebat.",0
bagus,1
Bagus,1
akun aku di ben aku ga bisa gunakan lagi tolong jangan ben aku pliss youtube😭😭,0
bagus,1
selalu tidak bisa dibuka,0
aku perlu abdet caranya gimana,0
Saya tidak bisa mendonwloadnya bang,1
sangat membantu tpi gak bisa dbuka dan dgunakan,1
Tdk berfugsi dng baik,0
👍,1
Bagus dan sangat membantu,1
jod,1
aplikasi nya sang at bagus,1
tes beri 4bintang,1
You tube,0
ini kalau update nambah pusing enak subscribtion nya ada di bawah dari pada di atas,1
karena saya suka,1
Bagus,1
bagi saya untuk update selanjutnya tolong dilasih kamera untuk foto.alasannya karena saya tidak bisa bikin akun tiktok karena akun saya sudah teblokir jadi untuk populer saya hanya mengunakan you tube. tolong bikin ya update biar you tube ada mode fotonya 😅😀,1
ok sip,1
Basong,1
Saya sangat suka dengan aplikasi ini namun iklan judol sangat mengganggu saya jadi mohoh bisa di hilangkan iklan tersebut,1
bagus,1
Sangat baik,1
Kenapa enggk bisa d buka,1
bagus,1
Nelia Da conceicao,0
tidak bisa ke buka,1
Memang oky,1
saya boleh kan video short untuk merekam,1
Bagus,1
ACC,1
mamtap,1
pira 🍑,0
Masa YouTube iklan nya judi online semua... tolong di basmi dong bikin reseh klo mau buka YouTube munculnya iklan judi online semua,0
Bagus om,1
"""Ads""",0
asik klo liat filem tinggal buka aja,1
subscription lebih suka yg dulu,1
mau nonton,1
Saran iklan jangan terlalu mbabibuta,1
🤤🤤🤤🤤🤤,1
"Youtube maaf kan saya, Bisa tolong tambahin fitur nambahin video/sticker pas lagi buat video?",1
bagus,1
Baik,1
sahgat nagus,1
tolong Kalo ada laporan di tindak lanjuti terutama laporan yg mengenai konten Vulgar trima kasih.,0
jelek,0
lbad,1
Mantap,1
jadi sering ngebug..parah..,0
youtube tolong ya masa tiba tiba kembali ngulang dari awal durasi videonya terus iklannya banyak banget masa baru iklan nonton sebentar udah iklan lagi gimana sih.,0
Burik banget lebih bagus gotune,0
Bagus,1
sangat bagus,1
Very good,1
Gak bisa dibuka jelek,0
Payah g bisa di buka.. Capek aku yari yaei ya g ketemu juga,1
ia ok,1
Saya suka dengan aplikasi ini karna bisa banyak pengetahuan dan wawasan kita.,1
keren,1
Ga bsa di bka,1
Bagus,0
Belajar masak masak lewat yutob,1
sudah 2hr yt saya bermasalah tdk bisa dibuka dan gabisa diupdte bagaimana ini,0
ga kebuka,1
tolong ban vidio vidio yang dapat merusak pikiran anak anak [anak kecil belajar dari apa yang mereka lihat] terimakasih,0
tolong kasi ada bokep,1
Tontonan nya enak,1
error mulu,0
"baguss bangett , bisa download video",1
saya tidak bisa me remix video shorts,1
Khairil muslim,1
udahlah masa gua keluar dari YouTube,1
bagus banget apk sekarang aku dah punya penghasilan sendiri deh😁😁😁,1
"too much gambling add, please fix the ad filter system",0
Bagus,1
aku lagi nonton tiba-tiba berhenti dan ilkanya ilangin,0
g bisa nonton bkp,0
"benerin dikit lah, aku hapus chache berkali kali video short nya gabisa ke pause coba.",0
gabisa dipakek😡,0
buka kode youtube,1
"gausa dibikin ada dubbing lah anjirrrrr, nyusahin",0
yvr by b dgn la CD m ex yg bnnabjd mon TK nv n vecx NTT . 💞💌 mu dan on & hp by UU u😓,1
edoo,1
Elwk,0
sangat bagus,0
gak bisa buka youtube,0
Oke banvet,1
mantap,1
"apa coba padahal sinyal ku bagus tapi mencet video malah loading terus lalu ada periksa koneksi anda padahal koneksi ku bagus,woi yg benerlah masa kau gk kasih tombol skip iklan mana iklan panjang banget 1 lagi masa aku nonton anime dibikin lag",0
Lumayan tapi kandang² aplikasi ini membuat saya emosi karena masalah jaringan,1
Marito,0
macet macet jir,0
"Tambah durasi iklan dari 15 detik jadi 30 detik, hilangkan fitur untuk lewati iklan",0
jozz,1
Sekarang dah tak bisa buka,1
oke,1
bagus,1
bagus,1
tidak bisa dibuka. harus diupgrade tapi gak bisa. katanya ada masalah sama developer😡😠,0
Nama saya enang you tube saya g jalan,1
sangat bagus,1
Knpa ga bisa di buka,1
sangat bagus,1
enak bnget soal nya bisa muse indonesi,1
tidak bisa d gunakan,0
Rasyadika Raihan Budiman sudjatmiko,1
bahagia,1
terlalu update terus aplikasi ini,0
Musik,0
Macam mana ni,1
sering banget ngebug gak bisa di pencet,0
saya mendukung youtube,1
ok,0
lumayan,1
terlalu kebanyakan iklan sampek dengerin musik pun tk lagi enak ke ganggu iklan terus 1 musik 7 iklan 👎👎👎 mohon beri perubahan,0
Saya suka sangat,1
you tube gk bisa terhubung gimana caranya agar bisa konek ke you tube lagi,1
masa minta login,0
bagus,0
sseneng,1
mantab's,1
samladi innayah tiara,1
gajelas dikit dikit channel ku dihapus,0
baik,1
Trims,1
seruuu,1
nonton youtube sama kek nonton TV... iklan ga ngotak ga bisa di skip,0
maksud nya apa di longout udah terus di instal lalu di buka ko ga bisa ini You tubee nya kena apa masalah nya di mana.,0
Bagus,1
Terlalu masif iklannya serta tidak dapat di skip dan lebih parahnya lagi sudah tidak dapat di skip terus durasinya lama seperti TV,0
tidak bisa update,0
"ini iklan isi nya judol trus bosan liat nya,, blokir aja youtube di indonesia.......",0
mantap,1
karena terlalu banyak iklan,1
Sangat menat,1
ok,0
mengapa youtube nggak bekerja di perangkat ini?,0
oke terima kasih kak,1
woi google hilangkan ai dub dan kembalikan ke yang semula seperti dulu. Ini malah menambah hal hal yang tidak bermanfaat tetapi banyak bug,0
mantab,1
sangat bagus,1
mantap,1
"you Tube gk bisa terhubung , gimana caranya agar bisa terhubung ke you tube lagi",1
kurang bagus,1
bagus,1
Kurang akuarat,0
modise barber shop,1
Bengkel,0
kasih apa gitu lo yang baru ngelag suka ngebug tolol,0
Bagus,1
Luar biasa,1
Bagus,1
"Youtube makin hari mkin ngeselin bugg trusss, ditambah mau nonton yg di download jga kek di persulit kdang bisa kdng ngga hrus di pancing data atau ngga wifi buat buka download an, pdhal hasil dwnd tpi di persulit",1
kolom komentar jadi susah dibuka knp ya tubbbb,0
tidak bisa latihan nari,0
Hes Dafdgh Sdgghxn,1
"satanic algoritma! iklannya yang baru², lagu diputar yang jadul²!",0
Mantap,1
Baik kan,1
Ok cocok untuk berbagi informasi sains dsb bagus,1
bgus mantap,1
YouTube sangat penting untuk saya buat melihat berita terbaru,1
ini kenapa ya? subtitle nya tidak muncul,0
karena jelek,0
sangat bagus,1
jaga akun aku yh,1
like,1
seruuuu banget,1
"dch, 00=. 9 %28As🪀🥏⚽⚽🏀🏈🏈⚾🎾🚨🚨🏁🏴‍☠️🚩 ,....",0
aplikasi bagus,1
⭐⭐⭐⭐⭐,1
bagus,1
kenapa ko apk nya eror,0
iklan nya lama kali jing,0
Mantap,1
bagus,1
bagus,1
Main bolan kaki,0
Dea. Wulandari Ade lama,1
saya suka aplikasi ini karena itu saya bisa membuat konten q1,1
Dhiya🥰,1
you tube ku rusak doa in ya goais semoga cepat biar aku nontong,1
goood,1
Baik,1
bagus,1
aku kalo nonton terganggu dengan iklan,0
iklan judol ga di hapus ?,1
Mlh di suruh update sma YouTube gjls bgt,0
baik,1
Ok,1
HIDUP YOUTUBE,1
APLIKASINYA SUDAH BAGUS TAPI IKLANNYA DIHILANGKAN BISA TIDAK ADMIN DI KARENAKAN MENGGANGGU SEKALI!!!!!!!,0
Tlong perbaiki you tob dihp says knp ga bs dibuka,1
"Fitur auto-dubbing gak bisa dimatiin permanen. masak short cuma 1-2 menit, make 10 detikan buat nonaktifin auto-dubbing. mending kalo kek Mr. Beast yang suara manusia asli. ini AI semua rata-rata",0
aplikasi ini sunggu baik,1
sibowajo balobeno aji,1
akas,1
"saya suka aplikasi ini karena tidak banyak iklan, dan tidak 100% online, dan juga sangat seru , tapi ada video bahasa Indonesia tapi setelah saya download jadi bahasa Inggris",1
sangat bgus,1
mantap,1
baik,0
Bagus,1
bagus,1
Bagus banget,0
Kenapa youtube tidk terbuka,0
keren,1
Agusahi,1
Karna bagus,1
bgus,1
kenapa kalau download video harus pakai YouTube premium lite,1
cukup baik dan cukup optimal,1
oke,1
Menghibur dan menyenangkan di hati..,1
tidak bisa di buka,0
enak rasa ya nonton di sini,1
Mantap,1
1 vidio hampir 5 iklan anjir,0
Bgus,1
saya sangat puas dengan aplikasi ini saya suka menikmati video yang di Tayangkan,1
ga bisa instal update applikasi..!!!,0
Good,1
baik,1
Iya,0
Pgood,0
Dowi.toger,1
kebanyakan iklan youtube sekarang ky aplikasi murahan jadinya,0
Baik,1
kerren emang aplikasi ini semua ada di sini,1
Kenapa dengan YouTube saia,1
ok,1
ok,1
Youtube bagussss,1
YouTube adalah aplikasi yang sangat bagus dan berguna 🥰♥️♥️♥️,1
Widiyasaputri,1
Solomon the first,1
jos pokoe,1
untuk Melihat flim,1
top,1
nonton sinetron,1
senang sekali hati,1
Tidak bisa di buka yutube,1
sangat baik,1
bug parah,0
tingkat kan terus kepuasan konsumen,1
you tube berisi tentang kesimpulan bahwa mereka akan mengikuti acara kerakyatan yang positif dengan internet gratis simpati terbaru dari ribuan bisa melihat dengan jelas dan menarik terus lebih menarik terus lebih menarik dan terpopuler dan menarik informasi nya apik dan menarik terus lebih menarik dan unik gambar dan video yang positif dengan internet yang positif dengan internet yang positif dengan internet gratis simpati terbaru dan terlengkap informasinya,1
iklan nya makin nggak masuk akala durasinya makin lama,0
aplikasi sering menutup sendiri dan hang,0
sangat membantu,1
lllollllllllllllllll,0
Masih menggunakan fitur lama,1
kenapa GK bisa di update nge stuck di 83% muluuuuuuu terus pas belum di update vidio short sama yg biasa GK bisa di tonton masa harus nonton live doang itu pun terbatas nge scrol dikit sama lagi,0
YouTube aku tidak bisa lagi megunkan nya tidak boleh YouTube nya akunku harus 2027,0
not bad,1
aplikasi isi nya iklan semua.... sampah... pengguna di giring untuk you tube premiun... tolol... you tube mulai miskin..,0
ini nga bisa di donlownd gimana,1
Jalan,1
Nggak cocok sama hpku,0
berjaya berjaya aplikasi bagus,1
Mohon diperbaiki lagii kenapa kadang2 suka tbtb error kesell bgt padahal jaringan bguss,0
Sanggat bagus,1
kog video original..ada musik orang yayi kena hak cipta musik ya..padahal itu ORI kog bisa,0
Good,1
Sanagt membahtu,1
"Hi, Google LLC. Maaf, hanya menggunakan bahasa Indonesia. Tolong perbaiki semua hingga semua umur juga merasakannya sampai perbaikan berhasil semuanya senang dan juga bisa bahagia seperti dahulu lagi. Google LLC bergerak cepat sampai memulihkan semuanya selamanya. Thank you. 🙏🏻🍉",1
Saya senang dengan aplikasi yutub Aktif kn kembali yutub Di HP saya,1
Trimakadih💕,1
wasap hilang,1
bagus,1
Developer minta bantuan versi terbaru youtobe,0
ok,1
👍😊,1
wkwkkw sekarang mau download video udah susah karena disuruh upgrade ke premium fiks ini gua ganti aplikasi,0
bagus,1
ok,1
Yuotube,1
baik,1
banyak iklan,1
bagus,1
mantappp,1
baikk,1
"tolong perbaiki min knp pas mau buka YouTube mlh enga bisa dan harus di-update lagi pdhl keamaren udah kuupdate,trs sekarang ga bisa dibuka lagi min, tolong perbaiki lagi.",0
Tthe bestt,1
update melulu,0
Saya gerjah,1
aku suka nonton YouTube lain pas masih kecil wa nostalgia banget,1
iklan terlalu menggangu,0
bagus,1
bug terus tidak bisa mutar video apapun anehh banget yt,0
youtube saya bermasalah,1
iya,1
aku suka sekali you tube,1
aplikasi YouTubenya tidak bisa digunakan karena keluar keluar aja,0
"Hai youtube,kenapa kalian gak mencegah atau memblokir iklan-iklan yang mencurigakan, beberapa iklan di Samarkan agar lolos dari keamanan mungkin. Yang sering ku temukan di aplikasi YouTube ini iklan game Slot, Judol, dan game porno. Secara tidak langsung iklan-iklan itu membuat jumlah pejudol, pelecehan, dll semakin banyak dan meningkat terutama di Indonesia. Tolong lah, meski aku bisa melaporkannya tapi jumlahnya selalu bertambah dan itu banyak banget!. tolong baca ulasan ini, PENTING!!!!",0
iklan ya kurangin,0
hilangkan iklan,0
bgus,1
ok,1
baik,1
kenapa yutub tidak bisa lojin untuk menonton mohon bantuan nya untuk lojin,1
kurang memuaskan terkadang loading nya lama dan juga sering eror,1
Sangst seru,1
Ngamen,0
enak buat nonton,1
ᴀᴋᴜ sᴜᴋᴀ ʙᴏᴛᴏɴ ᴠɪᴅᴇᴏ ᴏʀᴀɴɢ sᴏʙᴅ ᴡᴋʜғʙᴊsɴᴋs ᴋᴇʙʜʀɪᴇ ɪᴇʙᴊғ ᴋᴇᴋᴇᴋᴇ ɪᴇʙᴊғ ᴊᴇᴏᴠᴛᴇᴋ ᴘᴏssᴜs ɪᴇɴᴅᴜᴇ sᴊᴏsɴɪᴡ ᴇᴜᴜᴡʙᴊᴅ ᴊᴡɪᴡʙɴғɪᴇғᴊᴇʙғᴊ ᴊᴇʙᴜsɴᴏᴅɴs ᴋᴀᴏᴋɴᴅᴏᴡ ᴊᴇɴᴋᴡᴋᴋᴅᴋᴋsɪᴡ ᴋᴇᴏᴅɴᴋsᴋs ᴋsʜᴇɪʏᴇ ᴋʏᴇᴇᴏᴏᴅ ᴊᴇɪʜᴇʙʜᴇ ᴊᴇᴊɢᴇɪᴡɴᴋᴡ ʀɪᴊɢᴡᴏʙғᴡ ɪᴡʙᴜᴊᴠᴛɪᴡɴ ɪᴡʙғsᴋᴋᴇ ᴊᴇᴜʜᴅᴋɪᴡ ᴊᴇɪʜᴅᴜᴡᴋ ᴇɪᴊᴇᴜᴜᴡʙᴊᴄɪ ᴇᴊɪᴇᴜᴜᴅ ᴊᴇᴏᴡʙғɪᴇ ᴇᴊᴇɪᴊғᴛᴡᴏᴅᴏʙ ᴇɪᴜᴡᴜᴜᴅɴᴇ ᴅɪsᴇʙᴜᴛ ʀɪᴛᴇʟ ᴊᴀᴜʜ ᴇʟɪᴛ ᴡʜɪᴛᴇ ᴇᴍɢ ᴡɪғɪ ᴇᴋᴏʀ ᴇɴɢɢᴀ ᴡɴᴠᴊᴇᴜᴄ ᴅɴɢᴇʀ ᴅɴɢ ᴇʙ ᴊᴅ ᴅɴɢɴ ᴡɴɢᴏsɴᴄ ᴅɴɢ ᴇɴᴠʏ sɴ ᴊᴇᴜɴɢ ғɪʟᴍ ғɪᴛᴜʀ ғɪʟᴍ ғɪᴛᴜʀ ғɪʟᴍ sᴋᴇᴍᴀ ғᴊᴏʀᴅ ᴇɴᴀᴋ ғɴs sᴍɢ ᴅᴋᴛ ғɴs ᴇɴᴀᴋ ɢᴜɴᴜɴɢ ғɴs ᴇɴᴀᴋ ʙᴋᴡᴀs ᴇᴍɢ,1
"payah ngerusak hp ga bisa buka YouTube dan google ga bisa update,,,jangan di rombak hp orang ,,,,dosa ngerusak pemilik hp orang tanpa pemilik y setuju tunggu belum berasa soal y masih di dunia akhirat menunggu amal baik yg ngerusak hp",0
Bintag,1
pelayanan nya harus okeh ' & pasti baik & bagus,1
sangat bagus dan bermanfa'aat dan baik,1
selesai di perbaharui gak bisa ngelike video nya dan logo like nya malahan hilang makanya gak bisa nge like video nya tolong di munculkan kembali logo nya,0
aku suka sekali di youtube,1
"YouTube ku error parah, padahal ini masuk nya aplikasi google tapi kualitas nya kurang bgt",0
Hermam,0
Mantap,1
kenapa YouTube sekarang.. iklannya selalu judol sama pinjol....??? apa ada kerjasama kah ..????,1
Sabrangkulon,1
bagus,1
mantap,1
YouTube saya tidak bisa terbuhkah dan tidak bisah update ke versi baru,0
good,1
Hp saya redmi 4x....bagaimana saya menggunakan you tube? Tidak bisa dinstal.... Yg versi lm dah gk kpake,0
melihat vidio yang seru,0
digunakan YouTube buka,1
Ok,1
"update terus tapi tak ad dampak yg lebih baik kayak biasa"" saja seperti sblum update",1
Aplikasi tidak bisa di update,1
bangkrut,1
Sangat bagus sekali,1
Tolong perbaharui play store,1
best of the best,1
mantap,1
bgus,1
mancing,1
bagus,1
suka,1
Sangat bagus,1
baik,1
ok,1
itu tombol paus ga ilang2 d tengah kenapa ya?harus d zoom in zoom out baru ilang dia mohon perbaiki,1
tidak bisa login,1
Aplikasinya payah,0
Sangat bagus,1
sangat baik,1
Tidak bisa di ugerp,0
ko gak bisa ubdat yutube aku,0
tidak bisa di gunakan atau di upgread,0
"""NO COMENT"" jjaH acH",0
iwan,1
Lemon download ulang juga ga bisa mulu,0
gak bakal lagih nonton drama China di YouTube soalnyah jarian aku lancar tetapi selalu tidak adarespon,1
Baik,1
ngelag,0
lumayan,1
kereen,1
durasi iklan ga ngutak makin lama,0
gak bisa di updete,0
kren,1
Iya,1
Tidak mebuka,1
yutubenya gak bisa diupdate eek😭,0
ribet bngt harus di update,0
sangat membantu segala informasi,1
hadehh YouTube gak Roblox Ama aja ngelang pas mo ngetik,0
kilap apa yang putih mulus itu ka,1
Seru banget dehh pokonya,1
yang saya tonton sangat enak dan seru kalau bosen main YouTube dan nengok film,1
baik,1
ok,1
ok,1
saya ingin menggunakan youtobe,1
update lama sinyal bagus,0
lama lama iklan makin banyak dah,1
Kanapa gak bisa istal,1
okleeee,1
saya tidak puas dengan aplikasi ini,0
Bagus,0
🐩op,1
oc,1
Bagus bagat,1
aplikasinya susah dibuka dihp saya,0
Sangat beGuna buat mencari tau tentang tentang yang kita tidak tau,1
Selamat,1
Bajuz....tingkatkan lagi Min 🙏,1
Buka,0
You tube menghilang,1
Baik,1
Okey,1
yeaah,1
YouTube aplikasi SAMPAH.,0
iklan nya banyak bgt gw baru nonton 15 menit udah 11 iklan ajg 😹,0
video,1
sangat baik,1
Bagus,1
kenapa yutup sayah GK bisah di bukak tolong di bantu di perbaiki,1
Sagat membantu,1
ok,1
mantap,1
beleee,0
*#qwia,1
iya,1
sangat membantu,1
keren,1
sangat membantu mencari drama Korea dan lagu,1
Atasi YouTube Ga Bisa Geser Playlist,0
You Tube bagi saya sangat berguna untuk hiburan pada waktu kerja dan senggang,1
